"","title","writer","written","rating","word","sentiment_bayes"
"5816","AMAZING","Viviana Capicotto","Feb 2020",5,"visit","unknown"
"5817","AMAZING","Viviana Capicotto","Feb 2020",5,"properly","unknown"
"5818","British Museum","Beverley H","Feb 2020",4,"i’ve","unknown"
"5819","British Museum","Beverley H","Feb 2020",4,"visit","unknown"
"5820","British Museum","Beverley H","Feb 2020",4,"disappoint","unknown"
"5821","British Museum","Beverley H","Feb 2020",4,"spent","unknown"
"5822","British Museum","Beverley H","Feb 2020",4,"hours","unknown"
"5823","British Museum","Beverley H","Feb 2020",4,"scratched","unknown"
"5824","British Museum","Beverley H","Feb 2020",4,"surface","unknown"
"5825","British Museum","Beverley H","Feb 2020",4,"beautiful","unknown"
"5826","British Museum","Beverley H","Feb 2020",4,"building","unknown"
"5827","British Museum","Beverley H","Feb 2020",4,"steeped","unknown"
"5828","British Museum","Beverley H","Feb 2020",4,"history","unknown"
"5829","British Museum","Beverley H","Feb 2020",4,"suggest","unknown"
"5830","British Museum","Beverley H","Feb 2020",4,"weekend","unknown"
"5831","British Museum","Beverley H","Feb 2020",4,"busy","unknown"
"5832","Troy exhibition is amazin","im666_1999","Feb 2020",5,"visit","unknown"
"5833","Troy exhibition is amazin","im666_1999","Feb 2020",5,"troy","unknown"
"5834","Troy exhibition is amazin","im666_1999","Feb 2020",5,"exhibition","unknown"
"5835","Troy exhibition is amazin","im666_1999","Feb 2020",5,"laid","unknown"
"5836","Troy exhibition is amazin","im666_1999","Feb 2020",5,"information","unknown"
"5837","Troy exhibition is amazin","im666_1999","Feb 2020",5,"displays","unknown"
"5838","Troy exhibition is amazin","im666_1999","Feb 2020",5,"totally","unknown"
"5839","Troy exhibition is amazin","im666_1999","Feb 2020",5,"loved","unknown"
"5840","Troy exhibition is amazin","im666_1999","Feb 2020",5,"lot","unknown"
"5841","Troy exhibition is amazin","im666_1999","Feb 2020",5,"hrs","unknown"
"5842","Troy exhibition is amazin","im666_1999","Feb 2020",5,"leisurely","unknown"
"5843","Troy Exhibition","Gemma T","Feb 2020",4,"visited","unknown"
"5844","Troy Exhibition","Gemma T","Feb 2020",4,"museum","unknown"
"5845","Troy Exhibition","Gemma T","Feb 2020",4,"troy","unknown"
"5846","Troy Exhibition","Gemma T","Feb 2020",4,"exhibition","unknown"
"5847","Troy Exhibition","Gemma T","Feb 2020",4,"lot","unknown"
"5848","Troy Exhibition","Gemma T","Feb 2020",4,"focal","unknown"
"5849","Troy Exhibition","Gemma T","Feb 2020",4,"school","unknown"
"5850","Troy Exhibition","Gemma T","Feb 2020",4,"trips","unknown"
"5851","Troy Exhibition","Gemma T","Feb 2020",4,"meant","unknown"
"5852","Troy Exhibition","Gemma T","Feb 2020",4,"view","unknown"
"5853","Troy Exhibition","Gemma T","Feb 2020",4,"exhibits","unknown"
"5854","Troy Exhibition","Gemma T","Feb 2020",4,"nice","unknown"
"5855","Troy Exhibition","Gemma T","Feb 2020",4,"children","unknown"
"5856","Troy Exhibition","Gemma T","Feb 2020",4,"educated","unknown"
"5857","Troy Exhibition","Gemma T","Feb 2020",4,"history","unknown"
"5858","Troy Exhibition","Gemma T","Feb 2020",4,"excitable","unknown"
"5859","Mixed, it depends","Aethelred","Feb 2020",3,"collections","unknown"
"5860","Mixed, it depends","Aethelred","Feb 2020",3,"ofc","unknown"
"5861","Mixed, it depends","Aethelred","Feb 2020",3,"loot","unknown"
"5862","Mixed, it depends","Aethelred","Feb 2020",3,"aspect","unknown"
"5863","Mixed, it depends","Aethelred","Feb 2020",3,"grown","unknown"
"5864","Mixed, it depends","Aethelred","Feb 2020",3,"excuse","unknown"
"5865","Mixed, it depends","Aethelred","Feb 2020",3,"parthenon","unknown"
"5866","Mixed, it depends","Aethelred","Feb 2020",3,"frieze","unknown"
"5867","Mixed, it depends","Aethelred","Feb 2020",3,"anymore","unknown"
"5868","Mixed, it depends","Aethelred","Feb 2020",3,"china","unknown"
"5869","Mixed, it depends","Aethelred","Feb 2020",3,"india","unknown"
"5870","Mixed, it depends","Aethelred","Feb 2020",3,"galleries","unknown"
"5871","Mixed, it depends","Aethelred","Feb 2020",3,"montague","unknown"
"5872","Mixed, it depends","Aethelred","Feb 2020",3,"entrance","joy"
"5873","Mixed, it depends","Aethelred","Feb 2020",3,"excellent","unknown"
"5874","Mixed, it depends","Aethelred","Feb 2020",3,"nicely","unknown"
"5875","Mixed, it depends","Aethelred","Feb 2020",3,"curated","unknown"
"5876","Mixed, it depends","Aethelred","Feb 2020",3,"emphasis","unknown"
"5877","A must if you come to London.","MIREIA C","Feb 2020",5,"sculptures","unknown"
"5878","A must if you come to London.","MIREIA C","Feb 2020",5,"miniatures","unknown"
"5879","A must if you come to London.","MIREIA C","Feb 2020",5,"art","unknown"
"5880","A must if you come to London.","MIREIA C","Feb 2020",5,"world","unknown"
"5881","A must if you come to London.","MIREIA C","Feb 2020",5,"times","unknown"
"5882","A must if you come to London.","MIREIA C","Feb 2020",5,"history","unknown"
"5883","A must if you come to London.","MIREIA C","Feb 2020",5,"free","unknown"
"5884","A must if you come to London.","MIREIA C","Feb 2020",5,"decide","unknown"
"5885","A must if you come to London.","MIREIA C","Feb 2020",5,"visit","unknown"
"5886","A must if you come to London.","MIREIA C","Feb 2020",5,"worth","unknown"
"5887","A must if you come to London.","MIREIA C","Feb 2020",5,"leave","unknown"
"5888","A must if you come to London.","MIREIA C","Feb 2020",5,"donation","unknown"
"5889","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"british","unknown"
"5890","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"museum","unknown"
"5891","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"amazing","surprise"
"5892","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"collection","unknown"
"5893","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"impressive","unknown"
"5894","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"islamic","unknown"
"5895","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"art","unknown"
"5896","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"section","unknown"
"5897","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"impressed","unknown"
"5898","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"completeness","unknown"
"5899","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"found","unknown"
"5900","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"pair","unknown"
"5901","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"scissors","unknown"
"5902","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"homeland","unknown"
"5903","Especially the Islamic Art section impressed me","424TarikFX<U+0001F1E7><U+0001F1E6>","Feb 2020",5,"bosnia","unknown"
"5904","good museum","Boniface J","Feb 2020",4,"museums","unknown"
"5905","good museum","Boniface J","Feb 2020",4,"world","unknown"
"5906","good museum","Boniface J","Feb 2020",4,"cyprus","unknown"
"5907","good museum","Boniface J","Feb 2020",4,"im","unknown"
"5908","good museum","Boniface J","Feb 2020",4,"cyprus","unknown"
"5909","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"bite","unknown"
"5910","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"weird","unknown"
"5911","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"museum","unknown"
"5912","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"history","unknown"
"5913","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"countries","unknown"
"5914","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"china","unknown"
"5915","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"egyptetc","unknown"
"5916","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"related","unknown"
"5917","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"british","unknown"
"5918","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"museum","unknown"
"5919","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"huge","unknown"
"5920","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"takes","unknown"
"5921","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"hours","unknown"
"5922","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"spare","unknown"
"5923","Huge Museum but non is related to British History !!??","Candy Mak","Feb 2020",3,"time","unknown"
"5924","Another brillant visit","travelwithoutmercy","Feb 2020",5,"brilliant","unknown"
"5925","Another brillant visit","travelwithoutmercy","Feb 2020",5,"visit","unknown"
"5926","Another brillant visit","travelwithoutmercy","Feb 2020",5,"british","unknown"
"5927","Another brillant visit","travelwithoutmercy","Feb 2020",5,"museum","unknown"
"5928","Another brillant visit","travelwithoutmercy","Feb 2020",5,"busier","unknown"
"5929","Another brillant visit","travelwithoutmercy","Feb 2020",5,"busier","unknown"
"5930","Family trip to the capital","Darren N","Feb 2020",4,"fabulous","unknown"
"5931","Family trip to the capital","Darren N","Feb 2020",4,"time","unknown"
"5932","Family trip to the capital","Darren N","Feb 2020",4,"easily","unknown"
"5933","Family trip to the capital","Darren N","Feb 2020",4,"spent","unknown"
"5934","Family trip to the capital","Darren N","Feb 2020",4,"day","unknown"
"5935","Family trip to the capital","Darren N","Feb 2020",4,"cafe","unknown"
"5936","Family trip to the capital","Darren N","Feb 2020",4,"priced","unknown"
"5937","Family trip to the capital","Darren N","Feb 2020",4,"gift","unknown"
"5938","Family trip to the capital","Darren N","Feb 2020",4,"book","unknown"
"5939","Family trip to the capital","Darren N","Feb 2020",4,"shops","unknown"
"5940","Family trip to the capital","Darren N","Feb 2020",4,"love","joy"
"5941","Family trip to the capital","Darren N","Feb 2020",4,"return","unknown"
"5942","Family trip to the capital","Darren N","Feb 2020",4,"ufd","unknown"
"5943","Excellent visit.","Gaye N","Feb 2020",5,"quick","unknown"
"5944","Excellent visit.","Gaye N","Feb 2020",5,"trip","unknown"
"5945","Excellent visit.","Gaye N","Feb 2020",5,"london","unknown"
"5946","Excellent visit.","Gaye N","Feb 2020",5,"visit","unknown"
"5947","Excellent visit.","Gaye N","Feb 2020",5,"troy","unknown"
"5948","Excellent visit.","Gaye N","Feb 2020",5,"exhibition","unknown"
"5949","Excellent visit.","Gaye N","Feb 2020",5,"british","unknown"
"5950","Excellent visit.","Gaye N","Feb 2020",5,"museum","unknown"
"5951","Excellent visit.","Gaye N","Feb 2020",5,"worth","unknown"
"5952","Excellent visit.","Gaye N","Feb 2020",5,"trip","unknown"
"5953","Excellent visit.","Gaye N","Feb 2020",5,"excellent","unknown"
"5954","Excellent visit.","Gaye N","Feb 2020",5,"exhibition","unknown"
"5955","Excellent visit.","Gaye N","Feb 2020",5,"meant","unknown"
"5956","Excellent visit.","Gaye N","Feb 2020",5,"lot","unknown"
"5957","Excellent visit.","Gaye N","Feb 2020",5,"firstly","unknown"
"5958","Excellent visit.","Gaye N","Feb 2020",5,"visited","unknown"
"5959","Excellent visit.","Gaye N","Feb 2020",5,"ancient","unknown"
"5960","Excellent visit.","Gaye N","Feb 2020",5,"site","unknown"
"5961","Excellent visit.","Gaye N","Feb 2020",5,"troy","unknown"
"5962","Excellent visit.","Gaye N","Feb 2020",5,"sites","unknown"
"5963","Excellent visit.","Gaye N","Feb 2020",5,"greece","unknown"
"5964","Excellent visit.","Gaye N","Feb 2020",5,"period","unknown"
"5965","Always Amazing...","DracPatch","Feb 2020",5,"staying","unknown"
"5966","Always Amazing...","DracPatch","Feb 2020",5,"british","unknown"
"5967","Always Amazing...","DracPatch","Feb 2020",5,"museum","unknown"
"5968","Always Amazing...","DracPatch","Feb 2020",5,"exhibitionsor","unknown"
"5969","Always Amazing...","DracPatch","Feb 2020",5,"grand","unknown"
"5970","Always Amazing...","DracPatch","Feb 2020",5,"historic","unknown"
"5971","Always Amazing...","DracPatch","Feb 2020",5,"building","unknown"
"5972","Always Amazing...","DracPatch","Feb 2020",5,"browsed","unknown"
"5973","Always Amazing...","DracPatch","Feb 2020",5,"greek","unknown"
"5974","Always Amazing...","DracPatch","Feb 2020",5,"time","unknown"
"5975","Always Amazing...","DracPatch","Feb 2020",5,"savour","unknown"
"5976","Always Amazing...","DracPatch","Feb 2020",5,"history","unknown"
"5977","Always Amazing...","DracPatch","Feb 2020",5,"museum","unknown"
"5978","Always Amazing...","DracPatch","Feb 2020",5,"disappointed","unknown"
"5979","Awesome","Robwright3737","Feb 2020",5,"huge","unknown"
"5980","Awesome","Robwright3737","Feb 2020",5,"plan","unknown"
"5981","Awesome","Robwright3737","Feb 2020",5,"it’s","unknown"
"5982","Awesome","Robwright3737","Feb 2020",5,"free","unknown"
"5983","Awesome","Robwright3737","Feb 2020",5,"it’s","unknown"
"5984","Awesome","Robwright3737","Feb 2020",5,"amazing","surprise"
"5985","Awesome","Robwright3737","Feb 2020",5,"amount","unknown"
"5986","Awesome","Robwright3737","Feb 2020",5,"stuff","unknown"
"5987","Awesome","Robwright3737","Feb 2020",5,"dug","unknown"
"5988","Awesome","Robwright3737","Feb 2020",5,"can’t","unknown"
"5989","Awesome","Robwright3737","Feb 2020",5,"wondering","unknown"
"5990","Awesome","Robwright3737","Feb 2020",5,"happened","unknown"
"5991","Awesome","Robwright3737","Feb 2020",5,"person","unknown"
"5992","Awesome","Robwright3737","Feb 2020",5,"buried","unknown"
"5993","Awesome","Robwright3737","Feb 2020",5,"gold","unknown"
"5994","Awesome","Robwright3737","Feb 2020",5,"silver","unknown"
"5995","Awesome","Robwright3737","Feb 2020",5,"coins","unknown"
"5996","Awesome","Robwright3737","Feb 2020",5,"failed","unknown"
"5997","Awesome","Robwright3737","Feb 2020",5,"collect","unknown"
"5998","Beautiful","xpat_w_kids","Feb 2020",5,"amazing","surprise"
"5999","Beautiful","xpat_w_kids","Feb 2020",5,"free","unknown"
"6000","Beautiful","xpat_w_kids","Feb 2020",5,"museum","unknown"
"6001","Beautiful","xpat_w_kids","Feb 2020",5,"history","unknown"
"6002","Beautiful","xpat_w_kids","Feb 2020",5,"displays","unknown"
"6003","Beautiful","xpat_w_kids","Feb 2020",5,"beautiful","unknown"
"6004","Beautiful","xpat_w_kids","Feb 2020",5,"building","unknown"
"6005","Beautiful","xpat_w_kids","Feb 2020",5,"worth","unknown"
"6006","Beautiful","xpat_w_kids","Feb 2020",5,"visit","unknown"
"6007","Highest poss praise ","chris l","Feb 2020",5,"surely","unknown"
"6008","Highest poss praise ","chris l","Feb 2020",5,"it’s","unknown"
"6009","Highest poss praise ","chris l","Feb 2020",5,"world","unknown"
"6010","Highest poss praise ","chris l","Feb 2020",5,"class","unknown"
"6011","Highest poss praise ","chris l","Feb 2020",5,"museum","unknown"
"6012","Highest poss praise ","chris l","Feb 2020",5,"stunning","unknown"
"6013","Highest poss praise ","chris l","Feb 2020",5,"building","unknown"
"6014","Highest poss praise ","chris l","Feb 2020",5,"free","unknown"
"6015","Highest poss praise ","chris l","Feb 2020",5,"enter","unknown"
"6016","Highest poss praise ","chris l","Feb 2020",5,"what’s","unknown"
"6017","Went with family!","Hailey","Feb 2020",5,"notes","unknown"
"6018","Went with family!","Hailey","Feb 2020",5,"factswill","unknown"
"6019","Went with family!","Hailey","Feb 2020",5,"return","unknown"
"6020","Went with family!","Hailey","Feb 2020",5,"absolutely","unknown"
"6021","Went with family!","Hailey","Feb 2020",5,"amazing","surprise"
"6022","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"egyptian","unknown"
"6023","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"display","unknown"
"6024","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"amazingbrought","unknown"
"6025","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"memories","unknown"
"6026","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"egypt","unknown"
"6027","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"usmain","unknown"
"6028","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"reason","unknown"
"6029","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"easy","unknown"
"6030","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"accessvery","unknown"
"6031","Egyptian display Amazing!!!","StellaSAust8","Feb 2020",4,"impressed","unknown"
"6032","Troy exhibition","Rampit","Feb 2020",4,"excellent","unknown"
"6033","Troy exhibition","Rampit","Feb 2020",4,"displayed","unknown"
"6034","Troy exhibition","Rampit","Feb 2020",4,"exhibition","unknown"
"6035","Troy exhibition","Rampit","Feb 2020",4,"spacious","unknown"
"6036","Troy exhibition","Rampit","Feb 2020",4,"sainsbury","unknown"
"6037","Troy exhibition","Rampit","Feb 2020",4,"gallery","unknown"
"6038","Troy exhibition","Rampit","Feb 2020",4,"variety","unknown"
"6039","Troy exhibition","Rampit","Feb 2020",4,"information","unknown"
"6040","Troy exhibition","Rampit","Feb 2020",4,"techniques","unknown"
"6041","Troy exhibition","Rampit","Feb 2020",4,"alongside","unknown"
"6042","Troy exhibition","Rampit","Feb 2020",4,"range","unknown"
"6043","Troy exhibition","Rampit","Feb 2020",4,"artifacts","unknown"
"6044","Troy exhibition","Rampit","Feb 2020",4,"including","unknown"
"6045","Troy exhibition","Rampit","Feb 2020",4,"beautiful","unknown"
"6046","Troy exhibition","Rampit","Feb 2020",4,"red","unknown"
"6047","Troy exhibition","Rampit","Feb 2020",4,"black","unknown"
"6048","Troy exhibition","Rampit","Feb 2020",4,"attic","unknown"
"6049","Troy exhibition","Rampit","Feb 2020",4,"vases","unknown"
"6050","Troy exhibition","Rampit","Feb 2020",4,"paintings","unknown"
"6051","Troy exhibition","Rampit","Feb 2020",4,"coffins","unknown"
"6052","Troy exhibition","Rampit","Feb 2020",4,"sculptures","unknown"
"6053","Troy exhibition","Rampit","Feb 2020",4,"enjoyable","unknown"
"6054","Troy exhibition","Rampit","Feb 2020",4,"visit","unknown"
"6055","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"british","unknown"
"6056","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"museum","unknown"
"6057","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"organized","unknown"
"6058","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"museum","unknown"
"6059","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"stories","unknown"
"6060","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"helpful","unknown"
"6061","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"staff","unknown"
"6062","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"clean","unknown"
"6063","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"visit","unknown"
"6064","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"friends","unknown"
"6065","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"family","unknown"
"6066","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"hour","unknown"
"6067","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"fare","unknown"
"6068","Nice experience ","Shahd. Al Harazi","Feb 2020",5,"enjoy","joy"
"6069","Troy Exhibition","Taxidevil","Feb 2020",5,"booked","unknown"
"6070","Troy Exhibition","Taxidevil","Feb 2020",5,"timed","unknown"
"6071","Troy Exhibition","Taxidevil","Feb 2020",5,"tickets","unknown"
"6072","Troy Exhibition","Taxidevil","Feb 2020",5,"troy","unknown"
"6073","Troy Exhibition","Taxidevil","Feb 2020",5,"exhibition","unknown"
"6074","Troy Exhibition","Taxidevil","Feb 2020",5,"managed","unknown"
"6075","Troy Exhibition","Taxidevil","Feb 2020",5,"tickets","unknown"
"6076","Troy Exhibition","Taxidevil","Feb 2020",5,"exhibition","unknown"
"6077","Troy Exhibition","Taxidevil","Feb 2020",5,"busy","unknown"
"6078","Troy Exhibition","Taxidevil","Feb 2020",5,"visited","unknown"
"6079","Troy Exhibition","Taxidevil","Feb 2020",5,"monday","unknown"
"6080","Troy Exhibition","Taxidevil","Feb 2020",5,"february","unknown"
"6081","Troy Exhibition","Taxidevil","Feb 2020",5,"busy","unknown"
"6082","Troy Exhibition","Taxidevil","Feb 2020",5,"found","unknown"
"6083","Troy Exhibition","Taxidevil","Feb 2020",5,"wait","unknown"
"6084","Troy Exhibition","Taxidevil","Feb 2020",5,"line","unknown"
"6085","Troy Exhibition","Taxidevil","Feb 2020",5,"considerable","unknown"
"6086","Troy Exhibition","Taxidevil","Feb 2020",5,"time","unknown"
"6087","Egyptian rooms particularly good","Helen C","Feb 2020",4,"visit","unknown"
"6088","Egyptian rooms particularly good","Helen C","Feb 2020",4,"british","unknown"
"6089","Egyptian rooms particularly good","Helen C","Feb 2020",4,"museum","unknown"
"6090","Egyptian rooms particularly good","Helen C","Feb 2020",4,"wont","unknown"
"6091","Egyptian rooms particularly good","Helen C","Feb 2020",4,"leave","unknown"
"6092","Egyptian rooms particularly good","Helen C","Feb 2020",4,"return","unknown"
"6093","Egyptian rooms particularly good","Helen C","Feb 2020",4,"half","unknown"
"6094","Egyptian rooms particularly good","Helen C","Feb 2020",4,"egypt","unknown"
"6095","Egyptian rooms particularly good","Helen C","Feb 2020",4,"lots","unknown"
"6096","Egyptian rooms particularly good","Helen C","Feb 2020",4,"artefacts","unknown"
"6097","Egyptian rooms particularly good","Helen C","Feb 2020",4,"looked","unknown"
"6098","Egyptian rooms particularly good","Helen C","Feb 2020",4,"ancient","unknown"
"6099","Egyptian rooms particularly good","Helen C","Feb 2020",4,"greek","unknown"
"6100","Egyptian rooms particularly good","Helen C","Feb 2020",4,"asian","unknown"
"6101","Egyptian rooms particularly good","Helen C","Feb 2020",4,"lots","unknown"
"6102","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"visited","unknown"
"6103","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"british","unknown"
"6104","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"museum","unknown"
"6105","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"times","unknown"
"6106","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"occasion","unknown"
"6107","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"purely","unknown"
"6108","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"troy","unknown"
"6109","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"exhibition","unknown"
"6110","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"runs","unknown"
"6111","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"march","unknown"
"6112","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"buy","unknown"
"6113","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"tickets","unknown"
"6114","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"online","unknown"
"6115","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"exhibition","unknown"
"6116","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"adults","unknown"
"6117","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"free","unknown"
"6118","Troy exhibition is worth a visit","Bonymerlin111","Feb 2020",4,"worth","unknown"
"6119","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"mistake","unknown"
"6120","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"visiting","unknown"
"6121","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"british","unknown"
"6122","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"museum","unknown"
"6123","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"louvre","unknown"
"6124","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"compared","unknown"
"6125","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"louvre","unknown"
"6126","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"messy","unknown"
"6127","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"dull","unknown"
"6128","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"dark","sadness"
"6129","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"audio","unknown"
"6130","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"guide","unknown"
"6131","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"useless","unknown"
"6132","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"fun","unknown"
"6133","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"artifact","unknown"
"6134","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"picture","unknown"
"6135","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"move","joy"
"6136","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"museum","unknown"
"6137","Lots of exhibits, badly organized","amrfathy_egy","Feb 2020",3,"ton","unknown"
"6138","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"human","unknown"
"6139","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"life","unknown"
"6140","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"visits","unknown"
"6141","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"absorb","unknown"
"6142","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"beautiful","unknown"
"6143","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"building","unknown"
"6144","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"perfect","unknown"
"6145","Loved the Greek, Egyptian and Islamic displays","eirlys55","Feb 2020",5,"displays","unknown"
"6146","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"british","unknown"
"6147","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"museum","unknown"
"6148","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"impressive","unknown"
"6149","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"vast","unknown"
"6150","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"collection","unknown"
"6151","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"antiquities","unknown"
"6152","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"artifacts","unknown"
"6153","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"dating","unknown"
"6154","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"thousand","unknown"
"6155","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"bc","unknown"
"6156","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"layout","unknown"
"6157","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"systematic","unknown"
"6158","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"organized","unknown"
"6159","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"feel","unknown"
"6160","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"crowded","unknown"
"6161","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"visiting","unknown"
"6162","Impressive Collection Worth the Visit.","Moonlight","Feb 2020",5,"louvre","unknown"
